,DXEX v3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
0,C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t03.lda,,,,,,,,,,,,,,,,,,
1,18:05:01,,,,,,,,,,,,,,,,,,
2,15.00 mm;-0.85 mm;0.00 mm,,,,,,,,,,,,,,,,,,
3,15_90_sub1,,,,,,,,,,,,,,,,,,
4,"""X [mm]""	""Y [mm]""	""Z [mm]""	""Date_Time""	""Count{1}""	""Data Rate{1} [#/s]""	""Validation{1} [%]""	""LDA1-Mean [m/s]""","""LDA2-Mean","[m/s]""","""LDA1-RMS","[m/s]""","""LDA2-RMS","[m/s]""","""LDA1-MeanConf","[m/s]""","""LDA2-MeanConf","[m/s]""","""LDA1-RMSConf","[m/s]""","""LDA2-RMSConf","[m/s]""","""LDA1-AnodeCur","[uA]""","""LDA2-AnodeCur","[uA]"""
263,15.00	6.15	-8.50	18:58:13	182	36.52	88.08	-0.0741	0.2343	0.1953	0.2695	0.0285	0.0393	0.0201	0.0278	12	16,,,,,,,,,,,,,,,,,,
264,15.00	5.65	-8.50	18:58:26	199	39.97	92.45	-0.0411	0.2707	0.2232	0.2320	0.0311	0.0323	0.0220	0.0229	12	22,,,,,,,,,,,,,,,,,,
265,15.00	5.15	-8.50	18:58:38	220	44.95	88.71	-0.0056	0.2651	0.2206	0.2050	0.0292	0.0271	0.0207	0.0192	19	28,,,,,,,,,,,,,,,,,,
266,15.00	4.65	-8.50	18:58:50	185	37.70	92.62	-0.0435	0.2687	0.2166	0.1923	0.0313	0.0278	0.0221	0.0196	22	22,,,,,,,,,,,,,,,,,,
267,15.00	4.15	-8.50	18:59:02	204	41.22	95.36	-0.0245	0.2275	0.2123	0.1974	0.0292	0.0271	0.0206	0.0192	12	19,,,,,,,,,,,,,,,,,,
268,15.00	3.65	-8.50	18:59:14	224	45.10	92.84	-0.0481	0.2058	0.2234	0.1983	0.0293	0.0260	0.0207	0.0184	12	16,,,,,,,,,,,,,,,,,,
269,15.00	3.15	-8.50	18:59:26	206	41.79	91.70	-0.0139	0.2203	0.2387	0.2377	0.0327	0.0325	0.0231	0.0230	12	16,,,,,,,,,,,,,,,,,,
270,15.00	2.65	-8.50	18:59:39	227	46.72	95.44	0.0066	0.1670	0.2350	0.2393	0.0306	0.0312	0.0217	0.0221	12	19,,,,,,,,,,,,,,,,,,
271,15.00	2.15	-8.50	18:59:51	210	42.48	97.42	0.0284	0.2016	0.2436	0.1898	0.0330	0.0257	0.0234	0.0182	12	19,,,,,,,,,,,,,,,,,,
272,15.00	1.65	-8.50	19:00:04	200	40.38	92.76	0.0434	0.1977	0.2389	0.2061	0.0332	0.0286	0.0235	0.0202	12	19,,,,,,,,,,,,,,,,,,
273,15.00	1.15	-8.50	19:00:16	194	38.97	94.17	0.0039	0.1680	0.2591	0.1966	0.0366	0.0277	0.0258	0.0196	12	19,,,,,,,,,,,,,,,,,,
274,15.00	0.65	-8.50	19:00:28	177	35.90	91.21	0.0777	0.1161	0.2559	0.1754	0.0378	0.0259	0.0267	0.0183	12	16,,,,,,,,,,,,,,,,,,
275,15.00	0.15	-8.50	19:00:41	166	34.32	97.12	0.1393	0.0512	0.2572	0.1550	0.0392	0.0236	0.0278	0.0167	12	22,,,,,,,,,,,,,,,,,,
276,15.00	-0.35	-8.50	19:00:53	167	33.62	95.39	0.1343	0.0051	0.2325	0.1656	0.0354	0.0252	0.0250	0.0178	12	16,,,,,,,,,,,,,,,,,,
277,15.00	-0.85	-8.50	19:01:05	184	37.09	93.69	0.1545	-0.0575	0.2523	0.1738	0.0366	0.0252	0.0259	0.0178	12	19,,,,,,,,,,,,,,,,,,
278,15.00	-1.35	-8.50	19:01:18	186	37.61	94.29	0.1200	-0.1031	0.2328	0.1677	0.0335	0.0242	0.0237	0.0171	16	19,,,,,,,,,,,,,,,,,,
279,15.00	-1.85	-8.50	19:01:30	170	34.51	94.50	0.0698	-0.1843	0.2242	0.1964	0.0338	0.0296	0.0239	0.0209	16	22,,,,,,,,,,,,,,,,,,
280,15.00	-2.35	-8.50	19:01:44	180	36.39	92.91	0.0017	-0.1812	0.2586	0.2123	0.0379	0.0311	0.0268	0.0220	12	22,,,,,,,,,,,,,,,,,,
281,15.00	-2.85	-8.50	19:01:56	215	43.04	94.98	0.0467	-0.2142	0.2544	0.2099	0.0341	0.0281	0.0241	0.0199	12	16,,,,,,,,,,,,,,,,,,
282,15.00	-3.35	-8.50	19:02:08	205	41.14	97.38	0.0336	-0.2047	0.2323	0.2321	0.0319	0.0319	0.0225	0.0225	12	22,,,,,,,,,,,,,,,,,,
283,15.00	-3.85	-8.50	19:02:21	207	41.55	91.25	0.0156	-0.2105	0.2487	0.2225	0.0340	0.0304	0.0240	0.0215	12	19,,,,,,,,,,,,,,,,,,
284,15.00	-4.35	-8.50	19:02:34	219	43.94	93.99	-0.0409	-0.2082	0.2070	0.2185	0.0275	0.0290	0.0194	0.0205	16	28,,,,,,,,,,,,,,,,,,
285,15.00	-4.85	-8.50	19:02:46	221	44.80	93.03	-0.0239	-0.2551	0.2118	0.1922	0.0280	0.0254	0.0198	0.0180	12	28,,,,,,,,,,,,,,,,,,
286,15.00	-5.35	-8.50	19:02:58	235	47.65	95.90	-0.0391	-0.2251	0.1981	0.2055	0.0254	0.0263	0.0179	0.0186	12	32,,,,,,,,,,,,,,,,,,
287,15.00	-5.85	-8.50	19:03:10	253	50.82	93.21	-0.0234	-0.2660	0.2236	0.2045	0.0276	0.0253	0.0195	0.0179	12	54,,,,,,,,,,,,,,,,,,
288,15.00	-3.85	-9.00	19:03:29	237	47.77	96.11	-0.0336	-0.2391	0.2162	0.2199	0.0276	0.0281	0.0195	0.0198	12	19,,,,,,,,,,,,,,,,,,
289,15.00	-3.35	-9.00	19:03:42	189	38.19	94.81	-0.0133	-0.1905	0.2312	0.2242	0.0331	0.0321	0.0234	0.0227	12	16,,,,,,,,,,,,,,,,,,
290,15.00	-2.85	-9.00	19:03:54	189	38.04	98.11	0.0224	-0.1803	0.2477	0.2212	0.0354	0.0316	0.0250	0.0224	12	19,,,,,,,,,,,,,,,,,,
291,15.00	-2.35	-9.00	19:04:06	175	35.24	94.14	0.0165	-0.1471	0.2502	0.2091	0.0372	0.0311	0.0263	0.0220	16	25,,,,,,,,,,,,,,,,,,
292,15.00	-1.85	-9.00	19:04:19	173	34.87	94.79	0.1014	-0.1077	0.2338	0.1826	0.0349	0.0273	0.0247	0.0193	12	19,,,,,,,,,,,,,,,,,,
293,15.00	-1.35	-9.00	19:04:32	157	32.00	95.57	0.1198	-0.0967	0.2488	0.1843	0.0390	0.0289	0.0276	0.0204	16	19,,,,,,,,,,,,,,,,,,
294,15.00	-0.85	-9.00	19:04:45	203	40.54	94.72	0.1606	-0.0618	0.2262	0.1466	0.0312	0.0202	0.0221	0.0143	16	16,,,,,,,,,,,,,,,,,,
295,15.00	-0.35	-9.00	19:04:57	143	29.76	95.92	0.1716	-0.0305	0.2189	0.1672	0.0360	0.0275	0.0255	0.0194	19	16,,,,,,,,,,,,,,,,,,
296,15.00	0.15	-9.00	19:05:10	139	28.47	93.88	0.1368	0.0478	0.2472	0.1451	0.0412	0.0242	0.0292	0.0171	12	19,,,,,,,,,,,,,,,,,,
297,15.00	0.65	-9.00	19:05:21	146	29.34	93.23	0.1434	0.0896	0.1986	0.1808	0.0323	0.0294	0.0229	0.0208	12	16,,,,,,,,,,,,,,,,,,
298,15.00	1.15	-9.00	19:05:34	140	28.41	97.50	0.1128	0.1255	0.2233	0.1762	0.0371	0.0293	0.0263	0.0207	12	16,,,,,,,,,,,,,,,,,,
299,15.00	1.65	-9.00	19:05:47	181	37.64	93.55	0.0295	0.1388	0.2424	0.1938	0.0354	0.0283	0.0250	0.0200	16	25,,,,,,,,,,,,,,,,,,
300,15.00	2.15	-9.00	19:05:59	170	34.58	87.91	0.0463	0.1332	0.2536	0.2240	0.0382	0.0338	0.0270	0.0239	12	16,,,,,,,,,,,,,,,,,,
301,15.00	2.65	-9.00	19:06:11	235	47.45	95.29	-0.0171	0.1792	0.2418	0.2133	0.0310	0.0273	0.0219	0.0193	16	16,,,,,,,,,,,,,,,,,,
302,15.00	3.15	-9.00	19:06:25	257	51.86	94.69	-0.0205	0.2099	0.2262	0.2065	0.0277	0.0253	0.0196	0.0179	16	16,,,,,,,,,,,,,,,,,,
303,15.00	3.65	-9.00	19:06:37	199	40.42	86.80	-0.0407	0.2536	0.1966	0.1893	0.0274	0.0264	0.0194	0.0186	16	25,,,,,,,,,,,,,,,,,,
304,15.00	4.15	-9.00	19:06:49	195	39.25	95.01	-0.0420	0.2435	0.2020	0.1782	0.0284	0.0251	0.0201	0.0177	16	16,,,,,,,,,,,,,,,,,,
305,15.00	3.65	-9.50	19:07:01	199	40.13	92.98	-0.0462	0.2221	0.2333	0.2244	0.0325	0.0313	0.0230	0.0221	12	25,,,,,,,,,,,,,,,,,,
306,15.00	3.15	-9.50	19:07:14	173	35.19	93.97	-0.0279	0.1778	0.2079	0.2162	0.0311	0.0323	0.0220	0.0228	16	22,,,,,,,,,,,,,,,,,,
307,15.00	2.65	-9.50	19:07:26	181	36.68	96.89	-0.0311	0.1919	0.2315	0.1838	0.0338	0.0268	0.0239	0.0190	19	32,,,,,,,,,,,,,,,,,,
308,15.00	2.15	-9.50	19:07:38	167	33.82	82.79	0.0150	0.1551	0.2506	0.1961	0.0381	0.0298	0.0270	0.0211	16	22,,,,,,,,,,,,,,,,,,
309,15.00	1.65	-9.50	19:07:51	170	34.15	95.85	0.0226	0.1247	0.2475	0.2054	0.0373	0.0310	0.0264	0.0219	12	12,,,,,,,,,,,,,,,,,,
310,15.00	1.15	-9.50	19:08:04	137	28.26	95.64	0.0866	0.0822	0.2307	0.1633	0.0388	0.0275	0.0274	0.0194	16	22,,,,,,,,,,,,,,,,,,
311,15.00	0.65	-9.50	19:08:16	152	30.73	93.91	0.1443	0.1022	0.1986	0.1520	0.0317	0.0242	0.0224	0.0171	16	16,,,,,,,,,,,,,,,,,,
312,15.00	0.15	-9.50	19:08:28	139	28.61	95.58	0.1901	0.0344	0.1555	0.1504	0.0259	0.0251	0.0183	0.0177	12	19,,,,,,,,,,,,,,,,,,
313,15.00	-0.35	-9.50	19:08:41	160	32.63	92.17	0.1895	-0.0037	0.2165	0.1505	0.0336	0.0234	0.0238	0.0165	12	12,,,,,,,,,,,,,,,,,,
314,15.00	-0.85	-9.50	19:08:54	166	33.39	97.17	0.1668	-0.0484	0.1984	0.1338	0.0303	0.0204	0.0214	0.0144	16	16,,,,,,,,,,,,,,,,,,
315,15.00	-1.35	-9.50	19:09:07	168	33.83	92.64	0.1703	-0.0892	0.1926	0.1517	0.0292	0.0230	0.0207	0.0163	16	16,,,,,,,,,,,,,,,,,,
316,15.00	-1.85	-9.50	19:09:19	154	31.39	95.21	0.0986	-0.1125	0.2157	0.1656	0.0342	0.0262	0.0242	0.0186	16	19,,,,,,,,,,,,,,,,,,
317,15.00	-2.35	-9.50	19:09:31	157	31.81	96.31	0.0145	-0.1655	0.2426	0.1816	0.0381	0.0285	0.0269	0.0202	12	16,,,,,,,,,,,,,,,,,,
318,15.00	-2.85	-9.50	19:09:44	173	35.18	89.96	0.0413	-0.1914	0.2344	0.2167	0.0350	0.0324	0.0248	0.0229	16	16,,,,,,,,,,,,,,,,,,
319,15.00	-3.35	-9.50	19:09:56	201	41.24	92.73	-0.0100	-0.1852	0.2096	0.2246	0.0291	0.0311	0.0205	0.0220	16	28,,,,,,,,,,,,,,,,,,
320,15.00	-2.85	-10.00	19:10:08	167	33.75	95.98	-0.0167	-0.1726	0.1810	0.1800	0.0275	0.0274	0.0195	0.0194	16	19,,,,,,,,,,,,,,,,,,
321,15.00	-2.35	-10.00	19:10:20	146	29.28	96.56	0.0489	-0.1378	0.1835	0.1765	0.0299	0.0287	0.0211	0.0203	12	16,,,,,,,,,,,,,,,,,,
322,15.00	-1.85	-10.00	19:10:33	126	25.55	97.30	0.1033	-0.0683	0.2072	0.1812	0.0363	0.0318	0.0257	0.0225	16	16,,,,,,,,,,,,,,,,,,
323,15.00	-1.35	-10.00	19:10:47	141	28.29	93.83	0.1744	-0.0721	0.1749	0.1372	0.0290	0.0227	0.0205	0.0161	12	16,,,,,,,,,,,,,,,,,,
324,15.00	-0.85	-10.00	19:11:00	164	33.71	95.21	0.2176	-0.0307	0.1770	0.1512	0.0272	0.0232	0.0192	0.0164	9	12,,,,,,,,,,,,,,,,,,
325,15.00	-0.35	-10.00	19:11:14	210	42.31	96.77	0.2081	-0.0274	0.1825	0.1444	0.0247	0.0196	0.0175	0.0138	16	16,,,,,,,,,,,,,,,,,,
326,15.00	0.15	-10.00	19:11:26	127	25.57	95.00	0.2189	0.0427	0.2076	0.1486	0.0363	0.0259	0.0256	0.0183	12	12,,,,,,,,,,,,,,,,,,
327,15.00	0.65	-10.00	19:11:38	146	29.59	96.28	0.1604	0.0612	0.1956	0.1344	0.0318	0.0219	0.0225	0.0155	12	16,,,,,,,,,,,,,,,,,,
328,15.00	1.15	-10.00	19:11:50	182	36.53	98.26	0.0799	0.1024	0.1915	0.1697	0.0279	0.0247	0.0197	0.0175	16	19,,,,,,,,,,,,,,,,,,
329,15.00	1.65	-10.00	19:12:02	171	34.67	96.19	0.0571	0.1123	0.1957	0.1772	0.0294	0.0266	0.0208	0.0188	12	16,,,,,,,,,,,,,,,,,,
330,15.00	2.15	-10.00	19:12:14	139	28.38	95.73	-0.0020	0.1824	0.2077	0.1839	0.0347	0.0307	0.0245	0.0217	16	16,,,,,,,,,,,,,,,,,,
331,15.00	2.65	-10.00	19:12:26	212	42.76	92.97	-0.0522	0.1731	0.2255	0.2036	0.0304	0.0275	0.0215	0.0194	12	25,,,,,,,,,,,,,,,,,,
332,15.00	2.65	-10.50	19:12:39	212	42.64	85.18	-0.0899	0.1669	0.1983	0.2158	0.0268	0.0291	0.0189	0.0206	19	41,,,,,,,,,,,,,,,,,,
333,15.00	2.15	-10.50	19:12:51	155	31.12	93.21	0.0130	0.1470	0.1984	0.1939	0.0313	0.0306	0.0222	0.0217	25	12,,,,,,,,,,,,,,,,,,
334,15.00	1.65	-10.50	19:13:04	149	29.88	91.97	0.0658	0.1226	0.1910	0.1830	0.0308	0.0295	0.0218	0.0208	12	16,,,,,,,,,,,,,,,,,,
335,15.00	1.15	-10.50	19:13:16	159	31.95	90.60	0.1597	0.0859	0.2004	0.1716	0.0313	0.0268	0.0221	0.0189	12	19,,,,,,,,,,,,,,,,,,
336,15.00	0.65	-10.50	19:13:29	159	32.07	93.35	0.2027	0.0513	0.1869	0.1664	0.0291	0.0259	0.0206	0.0183	12	16,,,,,,,,,,,,,,,,,,
337,15.00	0.15	-10.50	19:13:41	164	33.67	95.09	0.2122	0.0226	0.1764	0.1381	0.0271	0.0212	0.0191	0.0150	12	12,,,,,,,,,,,,,,,,,,
338,15.00	-0.35	-10.50	19:13:53	201	40.52	92.88	0.2386	-0.0132	0.1740	0.1580	0.0241	0.0219	0.0171	0.0155	12	12,,,,,,,,,,,,,,,,,,
339,15.00	-0.85	-10.50	19:14:06	169	34.46	96.32	0.2282	-0.0760	0.2011	0.1626	0.0304	0.0246	0.0215	0.0174	16	19,,,,,,,,,,,,,,,,,,
340,15.00	-1.35	-10.50	19:14:19	137	27.75	95.47	0.1969	-0.0673	0.1582	0.1431	0.0266	0.0240	0.0188	0.0170	12	19,,,,,,,,,,,,,,,,,,
341,15.00	-1.85	-10.50	19:14:31	108	22.36	97.07	0.1478	-0.0981	0.1900	0.1769	0.0360	0.0335	0.0255	0.0237	19	16,,,,,,,,,,,,,,,,,,
342,15.00	-2.35	-10.50	19:14:43	99	19.84	95.70	0.0403	-0.1297	0.2054	0.1884	0.0407	0.0373	0.0288	0.0264	12	16,,,,,,,,,,,,,,,,,,
343,15.00	-1.85	-11.00	19:14:56	66	13.42	94.42	0.1758	-0.0989	0.1820	0.1737	0.0443	0.0422	0.0313	0.0299	19	16,,,,,,,,,,,,,,,,,,
344,15.00	-1.35	-11.00	19:15:08	108	21.60	88.85	0.2321	-0.0492	0.1905	0.1885	0.0361	0.0357	0.0255	0.0253	16	22,,,,,,,,,,,,,,,,,,
345,15.00	-0.85	-11.00	19:15:21	161	32.36	92.84	0.2806	-0.0418	0.1790	0.1854	0.0277	0.0287	0.0196	0.0203	12	16,,,,,,,,,,,,,,,,,,
346,15.00	-0.35	-11.00	19:15:33	216	43.67	92.16	0.2381	-0.0178	0.1702	0.1455	0.0227	0.0194	0.0161	0.0137	12	16,,,,,,,,,,,,,,,,,,
347,15.00	0.15	-11.00	19:15:46	176	35.88	81.35	0.2459	0.0464	0.1935	0.1499	0.0287	0.0222	0.0203	0.0157	12	19,,,,,,,,,,,,,,,,,,
348,15.00	0.65	-11.00	19:15:58	146	30.95	95.31	0.2080	0.0323	0.2026	0.1548	0.0330	0.0252	0.0233	0.0178	12	16,,,,,,,,,,,,,,,,,,
349,15.00	1.15	-11.00	19:16:11	164	33.77	95.64	0.1501	0.0782	0.1716	0.1763	0.0263	0.0271	0.0186	0.0191	12	19,,,,,,,,,,,,,,,,,,
350,15.00	1.65	-11.00	19:16:23	175	35.60	92.60	0.0476	0.0904	0.2017	0.1823	0.0300	0.0271	0.0212	0.0192	16	16,,,,,,,,,,,,,,,,,,
351,15.00	2.15	-11.00	19:16:35	175	35.37	88.15	-0.0281	0.1187	0.2092	0.2043	0.0311	0.0304	0.0220	0.0215	16	16,,,,,,,,,,,,,,,,,,
352,15.00	1.65	-11.50	19:16:47	151	30.68	87.34	0.0768	0.0552	0.2190	0.2118	0.0350	0.0339	0.0248	0.0240	16	22,,,,,,,,,,,,,,,,,,
353,15.00	1.15	-11.50	19:17:00	145	29.60	83.06	0.1372	0.0994	0.1841	0.1733	0.0301	0.0283	0.0213	0.0200	12	19,,,,,,,,,,,,,,,,,,
354,15.00	0.65	-11.50	19:17:12	123	25.07	91.43	0.2237	0.0802	0.1678	0.1739	0.0298	0.0309	0.0211	0.0218	12	19,,,,,,,,,,,,,,,,,,
355,15.00	0.15	-11.50	19:17:24	149	30.41	91.58	0.2382	0.0449	0.2046	0.1665	0.0330	0.0268	0.0233	0.0190	19	25,,,,,,,,,,,,,,,,,,
356,15.00	-0.35	-11.50	19:17:37	229	46.28	96.63	0.2645	-0.0020	0.1794	0.1652	0.0233	0.0214	0.0165	0.0152	12	19,,,,,,,,,,,,,,,,,,
357,15.00	-0.85	-11.50	19:17:49	203	41.12	94.79	0.2334	-0.0512	0.1764	0.1642	0.0243	0.0226	0.0172	0.0160	16	22,,,,,,,,,,,,,,,,,,
358,15.00	-1.35	-11.50	19:18:01	130	26.26	96.04	0.1800	-0.0596	0.1681	0.1794	0.0290	0.0310	0.0205	0.0219	12	16,,,,,,,,,,,,,,,,,,
359,15.00	-1.85	-11.50	19:18:14	59	12.46	93.58	0.1269	-0.1125	0.2052	0.1583	0.0528	0.0407	0.0373	0.0288	19	22,,,,,,,,,,,,,,,,,,
360,15.00	-1.35	-12.00	19:18:26	156	32.39	93.64	0.1811	-0.0403	0.1893	0.1684	0.0298	0.0265	0.0211	0.0187	12	22,,,,,,,,,,,,,,,,,,
361,15.00	-0.85	-12.00	19:18:38	226	45.40	94.93	0.2485	-0.0345	0.1735	0.1537	0.0227	0.0201	0.0160	0.0142	12	19,,,,,,,,,,,,,,,,,,
362,15.00	-0.35	-12.00	19:18:51	220	44.07	95.37	0.2747	0.0014	0.1870	0.1578	0.0248	0.0209	0.0175	0.0148	12	16,,,,,,,,,,,,,,,,,,
363,15.00	0.15	-12.00	19:19:03	167	33.96	97.81	0.2748	0.0486	0.1865	0.1543	0.0284	0.0235	0.0201	0.0166	19	25,,,,,,,,,,,,,,,,,,
364,15.00	0.65	-12.00	19:19:16	82	16.89	95.93	0.2110	0.0504	0.1965	0.1613	0.0428	0.0351	0.0303	0.0248	16	22,,,,,,,,,,,,,,,,,,
365,15.00	1.15	-12.00	19:19:29	173	35.40	90.87	0.1409	0.1051	0.1873	0.1864	0.0280	0.0279	0.0198	0.0197	12	19,,,,,,,,,,,,,,,,,,
366,15.00	1.65	-12.00	19:19:43	173	35.04	91.87	0.0837	0.1130	0.1883	0.1832	0.0281	0.0274	0.0199	0.0194	16	35,,,,,,,,,,,,,,,,,,
367,15.00	1.15	-12.50	19:19:55	179	36.41	96.78	0.1330	0.1387	0.1988	0.1660	0.0292	0.0244	0.0207	0.0172	9	12,,,,,,,,,,,,,,,,,,
368,15.00	0.65	-12.50	19:20:07	137	27.59	97.25	0.2199	0.0950	0.2041	0.1559	0.0343	0.0262	0.0243	0.0185	12	19,,,,,,,,,,,,,,,,,,
369,15.00	0.15	-12.50	19:20:19	164	33.29	92.87	0.2663	0.0296	0.1915	0.1564	0.0294	0.0240	0.0208	0.0170	9	16,,,,,,,,,,,,,,,,,,
370,15.00	-0.35	-12.50	19:20:32	225	44.95	94.50	0.2712	0.0108	0.2091	0.1745	0.0274	0.0229	0.0194	0.0162	12	25,,,,,,,,,,,,,,,,,,
371,15.00	-0.85	-12.50	19:20:43	232	46.68	91.39	0.2739	-0.0138	0.2173	0.1616	0.0280	0.0208	0.0198	0.0147	12	28,,,,,,,,,,,,,,,,,,
372,15.00	-1.35	-12.50	19:20:55	184	37.91	93.83	0.2143	-0.0526	0.1916	0.1647	0.0278	0.0239	0.0196	0.0169	12	25,,,,,,,,,,,,,,,,,,
373,15.00	-1.35	-13.00	19:21:08	186	37.75	94.35	0.2077	-0.0692	0.1963	0.1627	0.0283	0.0235	0.0200	0.0166	12	25,,,,,,,,,,,,,,,,,,
374,15.00	-0.85	-13.00	19:21:20	220	44.30	96.82	0.2847	-0.0157	0.2197	0.1834	0.0291	0.0243	0.0206	0.0172	16	35,,,,,,,,,,,,,,,,,,
375,15.00	-0.35	-13.00	19:21:32	231	46.39	94.10	0.3140	0.0107	0.1997	0.1960	0.0258	0.0253	0.0183	0.0179	12	38,,,,,,,,,,,,,,,,,,
376,15.00	0.15	-13.00	19:21:44	199	41.66	93.39	0.3151	0.0255	0.1958	0.1847	0.0273	0.0257	0.0193	0.0182	19	35,,,,,,,,,,,,,,,,,,
377,15.00	0.65	-13.00	19:21:57	152	30.85	95.54	0.2340	0.0675	0.2094	0.1623	0.0334	0.0259	0.0236	0.0183	16	25,,,,,,,,,,,,,,,,,,
378,15.00	1.15	-13.00	19:22:09	156	31.69	93.31	0.1356	0.1072	0.1996	0.1589	0.0314	0.0250	0.0222	0.0177	12	16,,,,,,,,,,,,,,,,,,
379,15.00	1.15	-13.50	19:22:21	123	24.79	88.48	0.1418	0.0735	0.2434	0.1442	0.0432	0.0256	0.0305	0.0181	12	25,,,,,,,,,,,,,,,,,,
380,15.00	0.65	-13.50	19:22:34	149	29.84	95.58	0.2587	0.0483	0.2326	0.1742	0.0375	0.0281	0.0265	0.0198	16	25,,,,,,,,,,,,,,,,,,
381,15.00	0.15	-13.50	19:22:46	192	38.54	93.22	0.3286	0.0369	0.2130	0.1974	0.0302	0.0280	0.0214	0.0198	12	19,,,,,,,,,,,,,,,,,,
382,15.00	-0.35	-13.50	19:22:58	217	43.52	91.55	0.3023	0.0186	0.1964	0.2034	0.0262	0.0271	0.0185	0.0192	12	32,,,,,,,,,,,,,,,,,,
383,15.00	-0.85	-13.50	19:23:10	179	36.04	95.88	0.3230	-0.0088	0.2194	0.1879	0.0322	0.0276	0.0228	0.0195	12	28,,,,,,,,,,,,,,,,,,
384,15.00	-1.35	-13.50	19:23:23	177	35.70	91.33	0.2797	-0.0378	0.2313	0.1935	0.0342	0.0286	0.0242	0.0202	16	25,,,,,,,,,,,,,,,,,,
385,15.00	-1.35	-14.00	19:23:35	186	37.77	93.54	0.3385	-0.0794	0.2449	0.2084	0.0353	0.0300	0.0250	0.0212	19	25,,,,,,,,,,,,,,,,,,
386,15.00	-0.85	-14.00	19:23:47	181	36.99	92.48	0.3578	-0.0145	0.2130	0.1661	0.0311	0.0243	0.0220	0.0172	12	22,,,,,,,,,,,,,,,,,,
387,15.00	-0.35	-14.00	19:24:00	185	37.07	92.78	0.3310	0.0048	0.2225	0.1962	0.0322	0.0283	0.0227	0.0200	12	35,,,,,,,,,,,,,,,,,,
388,15.00	0.15	-14.00	19:24:13	192	38.98	95.33	0.3203	0.0305	0.2286	0.1982	0.0324	0.0281	0.0229	0.0199	12	19,,,,,,,,,,,,,,,,,,
389,15.00	0.65	-14.00	19:24:25	143	28.61	94.74	0.2869	0.0835	0.2273	0.1973	0.0374	0.0325	0.0264	0.0229	16	22,,,,,,,,,,,,,,,,,,
390,15.00	1.15	-14.00	19:24:37	126	25.39	92.81	0.2468	0.0986	0.2590	0.1890	0.0454	0.0331	0.0321	0.0234	12	41,,,,,,,,,,,,,,,,,,
391,15.00	1.15	-14.50	19:24:49	145	29.41	91.44	0.2321	0.0878	0.2618	0.1923	0.0428	0.0314	0.0302	0.0222	12	48,,,,,,,,,,,,,,,,,,
392,15.00	0.65	-14.50	19:25:01	140	28.36	91.12	0.2971	0.0425	0.2545	0.2029	0.0423	0.0337	0.0299	0.0238	16	25,,,,,,,,,,,,,,,,,,
393,15.00	0.15	-14.50	19:25:13	190	38.14	93.81	0.3875	0.0048	0.2291	0.2103	0.0327	0.0300	0.0231	0.0212	16	16,,,,,,,,,,,,,,,,,,
394,15.00	-0.35	-14.50	19:25:25	187	38.05	93.46	0.3993	0.0053	0.2178	0.1950	0.0313	0.0280	0.0221	0.0198	12	32,,,,,,,,,,,,,,,,,,
395,15.00	-0.85	-14.50	19:25:38	192	38.80	96.21	0.3971	-0.0243	0.1802	0.1865	0.0256	0.0265	0.0181	0.0187	12	22,,,,,,,,,,,,,,,,,,
396,15.00	-1.35	-14.50	19:25:50	198	40.28	94.65	0.3813	-0.0318	0.2497	0.1864	0.0349	0.0260	0.0247	0.0184	12	19,,,,,,,,,,,,,,,,,,
397,15.00	-1.35	-15.00	19:26:02	217	44.94	93.86	0.3819	-0.0360	0.2031	0.1824	0.0271	0.0243	0.0192	0.0172	12	22,,,,,,,,,,,,,,,,,,
398,15.00	-0.85	-15.00	19:26:14	199	39.84	96.91	0.3843	-0.0013	0.2084	0.1806	0.0290	0.0252	0.0205	0.0178	12	25,,,,,,,,,,,,,,,,,,
399,15.00	-0.35	-15.00	19:26:26	181	36.34	93.77	0.3948	-0.0339	0.1807	0.2061	0.0264	0.0301	0.0187	0.0213	12	25,,,,,,,,,,,,,,,,,,
400,15.00	0.15	-15.00	19:26:38	174	35.03	95.25	0.3823	0.0290	0.1941	0.1991	0.0289	0.0297	0.0205	0.0210	12	16,,,,,,,,,,,,,,,,,,
401,15.00	0.65	-15.00	19:26:50	153	30.69	93.97	0.3633	0.0058	0.2179	0.1867	0.0346	0.0297	0.0245	0.0210	16	22,,,,,,,,,,,,,,,,,,
402,15.00	1.15	-15.00	19:27:03	145	29.35	88.63	0.3297	0.0729	0.2813	0.1996	0.0459	0.0326	0.0325	0.0231	12	48,,,,,,,,,,,,,,,,,,
403,15.00	1.15	-15.50	19:27:15	113	22.72	91.27	0.3932	0.0714	0.2423	0.1843	0.0449	0.0341	0.0317	0.0241	12	16,,,,,,,,,,,,,,,,,,
404,15.00	0.65	-15.50	19:27:27	169	34.15	93.08	0.3534	0.0470	0.2432	0.2129	0.0368	0.0322	0.0260	0.0228	16	28,,,,,,,,,,,,,,,,,,
