DXEX v3
C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t04.lda
07:34:14
15.00 mm;-0.85 mm;0.00 mm
15_90_sub1
"X [mm]"	"Y [mm]"	"Z [mm]"	"Date_Time"	"Count{1}"	"Data Rate{1} [#/s]"	"Validation{1} [%]"	"LDA1-Mean [m/s]"	"LDA2-Mean [m/s]"	"LDA1-RMS [m/s]"	"LDA2-RMS [m/s]"	"LDA1-MeanConf [m/s]"	"LDA2-MeanConf [m/s]"	"LDA1-RMSConf [m/s]"	"LDA2-RMSConf [m/s]"	"LDA1-AnodeCur [uA]"	"LDA2-AnodeCur [uA]"	
15.00	-3.35	-22.50	10:42:19	141	28.49	96.38	-0.0633	0.2100	0.1761	0.1758	0.0292	0.0291	0.0206	0.0206	19	25
15.00	-3.85	-22.50	10:42:36	142	28.52	95.82	-0.0576	0.2246	0.1766	0.1630	0.0291	0.0269	0.0206	0.0190	16	25
15.00	-4.35	-22.50	10:42:53	160	32.74	95.76	-0.0746	0.1999	0.1772	0.1673	0.0275	0.0260	0.0195	0.0184	16	25
15.00	-4.85	-22.50	10:43:11	97	20.51	97.29	-0.0416	0.2198	0.1545	0.1641	0.0309	0.0328	0.0218	0.0232	16	25
15.00	-5.35	-22.50	10:43:28	161	32.55	96.74	-0.0575	0.2203	0.1722	0.2063	0.0267	0.0320	0.0189	0.0226	19	32
15.00	-5.85	-22.50	10:43:46	165	33.44	90.90	-0.0501	0.2065	0.1886	0.2081	0.0289	0.0318	0.0204	0.0225	19	32
15.00	-6.35	-22.50	10:44:03	191	39.04	94.76	-0.0797	0.2550	0.1845	0.2445	0.0262	0.0348	0.0185	0.0246	19	25
15.00	-6.85	-22.50	10:44:20	193	38.85	90.04	-0.0570	0.3017	0.1865	0.2383	0.0264	0.0337	0.0187	0.0238	16	28
15.00	-5.35	-23.00	10:44:42	137	28.15	87.29	-0.0763	0.1136	0.1572	0.1892	0.0264	0.0318	0.0187	0.0225	16	22
15.00	-4.85	-23.00	10:44:59	113	24.23	96.86	-0.0694	0.1037	0.1880	0.1819	0.0348	0.0337	0.0246	0.0238	12	19
15.00	-4.35	-23.00	10:45:17	115	23.03	96.27	-0.0965	0.1436	0.1921	0.1874	0.0353	0.0344	0.0249	0.0243	12	19
15.00	-3.85	-23.00	10:45:34	167	33.59	97.26	-0.0608	0.1336	0.1897	0.1664	0.0289	0.0253	0.0204	0.0179	16	22
15.00	-3.35	-23.00	10:45:51	138	28.62	94.08	-0.0645	0.1325	0.1721	0.1734	0.0288	0.0290	0.0204	0.0205	16	22
15.00	-2.85	-23.00	10:46:09	174	35.10	94.29	-0.0974	0.1339	0.1641	0.1821	0.0245	0.0271	0.0173	0.0192	16	19
15.00	-2.35	-23.00	10:46:26	192	38.63	91.48	-0.1041	0.1053	0.1725	0.1930	0.0245	0.0274	0.0173	0.0194	16	22
15.00	-1.85	-23.00	10:46:43	193	38.81	98.48	-0.1260	0.0730	0.1836	0.2073	0.0260	0.0293	0.0184	0.0207	16	25
15.00	-1.35	-23.00	10:47:01	174	35.52	94.04	-0.1059	0.0399	0.1906	0.2340	0.0284	0.0349	0.0201	0.0247	19	22
15.00	-0.85	-23.00	10:47:18	182	37.14	94.26	-0.1641	0.0478	0.1848	0.2507	0.0269	0.0365	0.0190	0.0258	16	19
15.00	-0.35	-23.00	10:47:35	205	41.65	94.56	-0.1561	-0.0174	0.1994	0.2522	0.0274	0.0346	0.0194	0.0245	28	22
15.00	0.15	-23.00	10:47:52	206	42.06	94.32	-0.1639	-0.0423	0.1979	0.2352	0.0271	0.0322	0.0192	0.0228	16	19
15.00	0.65	-23.00	10:48:09	190	38.32	95.08	-0.1453	-0.1076	0.1778	0.2139	0.0253	0.0305	0.0179	0.0216	16	25
15.00	1.15	-23.00	10:48:27	154	30.95	92.24	-0.0971	-0.0639	0.1534	0.2025	0.0243	0.0321	0.0172	0.0227	16	22
15.00	1.65	-23.00	10:48:46	206	42.09	97.11	-0.0859	-0.0670	0.1678	0.1954	0.0230	0.0267	0.0162	0.0189	16	22
15.00	2.15	-23.00	10:49:03	186	37.68	92.55	-0.1192	-0.1097	0.1592	0.1936	0.0229	0.0279	0.0162	0.0197	19	25
15.00	2.65	-23.00	10:49:20	126	25.67	89.04	-0.0512	-0.1024	0.1624	0.1928	0.0285	0.0338	0.0201	0.0239	12	22
15.00	3.15	-23.00	10:49:37	130	26.20	96.00	-0.0627	-0.1505	0.1488	0.1783	0.0257	0.0308	0.0182	0.0218	16	22
15.00	3.65	-23.00	10:49:54	165	33.94	96.58	-0.0611	-0.1116	0.1811	0.1717	0.0277	0.0263	0.0196	0.0186	16	19
15.00	4.15	-23.00	10:50:11	179	36.09	94.92	-0.0595	-0.1129	0.1692	0.1565	0.0249	0.0230	0.0176	0.0163	16	22
15.00	4.65	-23.00	10:50:29	184	37.36	95.80	-0.0811	-0.0987	0.1877	0.1695	0.0272	0.0246	0.0192	0.0174	16	22
15.00	5.15	-23.00	10:50:46	170	34.21	95.35	-0.0603	-0.0956	0.1720	0.1873	0.0259	0.0282	0.0183	0.0200	22	22
15.00	4.15	-23.50	10:51:06	198	39.86	88.79	-0.0854	-0.0165	0.1981	0.1924	0.0277	0.0269	0.0196	0.0190	25	22
15.00	3.65	-23.50	10:51:23	159	32.54	92.98	-0.0886	-0.0403	0.1827	0.1739	0.0285	0.0271	0.0201	0.0192	16	38
15.00	3.15	-23.50	10:51:40	128	25.35	96.67	-0.1090	-0.0125	0.1585	0.1696	0.0276	0.0295	0.0195	0.0209	16	22
15.00	2.65	-23.50	10:51:57	113	22.77	95.30	-0.1088	-0.0082	0.1508	0.1899	0.0279	0.0352	0.0197	0.0249	12	22
15.00	2.15	-23.50	10:52:15	202	40.48	95.98	-0.1142	-0.0360	0.1560	0.1680	0.0216	0.0232	0.0153	0.0164	16	25
15.00	1.65	-23.50	10:52:32	165	34.41	93.49	-0.1003	0.0045	0.1700	0.1936	0.0260	0.0296	0.0184	0.0210	16	25
15.00	1.15	-23.50	10:52:50	202	40.54	89.92	-0.1074	-0.0418	0.1738	0.1942	0.0240	0.0268	0.0170	0.0190	12	22
15.00	0.65	-23.50	10:53:08	188	38.26	95.84	-0.1393	-0.0412	0.1961	0.2118	0.0281	0.0304	0.0199	0.0215	16	22
15.00	0.15	-23.50	10:53:26	189	38.29	93.21	-0.1722	-0.0567	0.1846	0.2077	0.0264	0.0297	0.0187	0.0210	16	22
15.00	-0.35	-23.50	10:53:43	178	36.37	97.11	-0.1889	-0.0535	0.2150	0.2287	0.0317	0.0337	0.0224	0.0238	19	22
15.00	-0.85	-23.50	10:54:00	201	40.23	96.37	-0.1709	0.0243	0.1873	0.2238	0.0260	0.0310	0.0184	0.0219	19	22
15.00	-1.35	-23.50	10:54:17	204	41.35	95.18	-0.1751	0.0190	0.1931	0.2272	0.0266	0.0313	0.0188	0.0221	16	25
15.00	-1.85	-23.50	10:54:34	183	37.00	85.61	-0.1380	0.0403	0.1970	0.2164	0.0286	0.0314	0.0202	0.0222	16	22
15.00	-2.35	-23.50	10:54:52	170	34.12	94.99	-0.1353	0.0321	0.1771	0.2083	0.0267	0.0314	0.0189	0.0222	16	22
15.00	-2.85	-23.50	10:55:09	158	32.15	94.17	-0.1307	0.0190	0.1679	0.2000	0.0263	0.0313	0.0186	0.0221	16	22
15.00	-3.35	-23.50	10:55:27	178	36.06	94.70	-0.1385	-0.0002	0.1733	0.1938	0.0255	0.0285	0.0181	0.0202	16	19
15.00	-3.85	-23.50	10:55:44	136	27.56	93.79	-0.0653	0.0418	0.1867	0.1695	0.0315	0.0286	0.0223	0.0202	16	28
15.00	-3.35	-24.00	10:56:02	177	35.60	88.29	-0.1085	-0.0376	0.1510	0.1703	0.0223	0.0252	0.0158	0.0178	16	22
15.00	-2.85	-24.00	10:56:19	181	37.49	77.90	-0.1299	-0.0052	0.1729	0.1928	0.0253	0.0282	0.0179	0.0199	19	22
15.00	-2.35	-24.00	10:56:36	169	33.99	93.67	-0.1238	0.0022	0.2087	0.1954	0.0316	0.0295	0.0223	0.0209	16	25
15.00	-1.85	-24.00	10:56:54	189	38.90	95.44	-0.1756	-0.0111	0.1879	0.2182	0.0269	0.0312	0.0190	0.0221	16	19
15.00	-1.35	-24.00	10:57:12	200	40.41	96.31	-0.1830	-0.0131	0.2031	0.2256	0.0282	0.0313	0.0200	0.0222	16	19
15.00	-0.85	-24.00	10:57:30	181	36.26	92.72	-0.2172	-0.0221	0.1980	0.2151	0.0289	0.0314	0.0205	0.0222	25	22
15.00	-0.35	-24.00	10:57:48	175	36.42	86.70	-0.2242	-0.0099	0.1856	0.2271	0.0276	0.0337	0.0195	0.0239	12	19
15.00	0.15	-24.00	10:58:06	172	34.99	95.62	-0.1838	-0.0199	0.2018	0.2369	0.0303	0.0355	0.0214	0.0251	38	22
15.00	0.65	-24.00	10:58:23	182	36.83	96.15	-0.1755	0.0164	0.2256	0.2029	0.0329	0.0296	0.0232	0.0209	19	22
15.00	1.15	-24.00	10:58:41	181	36.66	96.10	-0.1442	0.0081	0.1906	0.1907	0.0278	0.0279	0.0197	0.0197	16	22
15.00	1.65	-24.00	10:58:59	171	34.53	92.15	-0.1461	0.0184	0.2010	0.2023	0.0302	0.0304	0.0214	0.0215	16	22
15.00	2.15	-24.00	10:59:16	149	30.40	94.14	-0.1547	0.0348	0.1420	0.1729	0.0229	0.0279	0.0162	0.0197	16	28
15.00	2.65	-24.00	10:59:33	149	30.14	98.46	-0.1401	0.0697	0.1541	0.1729	0.0248	0.0279	0.0176	0.0197	12	19
15.00	3.15	-24.00	10:59:50	124	25.29	90.76	-0.1257	0.0799	0.1686	0.1584	0.0298	0.0280	0.0211	0.0198	16	25
15.00	2.65	-24.50	11:00:08	153	31.41	91.40	-0.1270	0.0909	0.1684	0.1538	0.0268	0.0244	0.0189	0.0173	16	19
15.00	2.15	-24.50	11:00:26	158	32.01	92.99	-0.1474	0.0859	0.1523	0.1564	0.0238	0.0245	0.0168	0.0173	19	25
15.00	1.65	-24.50	11:00:43	195	39.62	97.92	-0.1584	0.0502	0.1807	0.1923	0.0254	0.0271	0.0180	0.0191	12	22
15.00	1.15	-24.50	11:01:00	172	35.02	94.71	-0.1564	0.0242	0.2008	0.1789	0.0301	0.0268	0.0213	0.0190	16	25
15.00	0.65	-24.50	11:01:17	198	40.27	96.64	-0.1793	-0.0152	0.2090	0.2187	0.0292	0.0305	0.0206	0.0216	16	22
15.00	0.15	-24.50	11:01:35	213	44.23	94.48	-0.2179	0.0256	0.2252	0.2113	0.0303	0.0284	0.0214	0.0201	12	16
15.00	-0.35	-24.50	11:01:52	176	35.51	91.61	-0.2477	-0.0300	0.2005	0.2267	0.0297	0.0336	0.0210	0.0238	12	19
15.00	-0.85	-24.50	11:02:10	172	34.96	96.15	-0.2510	-0.0074	0.1951	0.2186	0.0292	0.0328	0.0207	0.0232	16	22
15.00	-1.35	-24.50	11:02:28	170	34.54	96.93	-0.2242	-0.0087	0.2337	0.2047	0.0352	0.0309	0.0249	0.0218	16	19
15.00	-1.85	-24.50	11:02:45	184	37.44	82.05	-0.1898	-0.0305	0.1917	0.1871	0.0278	0.0271	0.0196	0.0192	16	25
15.00	-2.35	-24.50	11:03:02	190	38.11	92.50	-0.1579	-0.0275	0.1856	0.1964	0.0265	0.0280	0.0187	0.0198	16	25
15.00	-2.85	-24.50	11:03:19	224	45.09	94.70	-0.1295	-0.0567	0.1820	0.1667	0.0239	0.0219	0.0169	0.0155	19	22
15.00	-2.35	-25.00	11:03:36	180	36.27	92.11	-0.1909	-0.0617	0.1832	0.1709	0.0268	0.0250	0.0190	0.0177	16	25
15.00	-1.85	-25.00	11:03:53	179	36.11	93.62	-0.1761	-0.0624	0.1925	0.1985	0.0283	0.0292	0.0200	0.0206	12	22
15.00	-1.35	-25.00	11:04:10	190	38.31	95.57	-0.2112	-0.0414	0.2041	0.1814	0.0291	0.0259	0.0206	0.0183	16	22
15.00	-0.85	-25.00	11:04:28	209	42.51	96.69	-0.2504	0.0034	0.2159	0.2258	0.0293	0.0307	0.0207	0.0217	12	22
15.00	-0.35	-25.00	11:04:45	222	44.75	91.50	-0.2539	0.0107	0.2133	0.2221	0.0281	0.0293	0.0199	0.0207	12	22
15.00	0.15	-25.00	11:05:02	188	38.16	92.00	-0.2018	0.0272	0.1955	0.1927	0.0280	0.0276	0.0198	0.0195	16	22
15.00	0.65	-25.00	11:05:19	203	40.63	92.15	-0.2048	0.0553	0.1849	0.1909	0.0255	0.0263	0.0180	0.0186	16	19
15.00	1.15	-25.00	11:05:38	143	28.67	95.48	-0.1611	0.0397	0.1916	0.1879	0.0315	0.0309	0.0223	0.0219	19	19
15.00	1.65	-25.00	11:05:55	179	36.06	93.02	-0.1810	0.0623	0.1823	0.1734	0.0268	0.0255	0.0189	0.0180	16	22
15.00	2.15	-25.00	11:06:12	183	36.80	94.70	-0.1339	0.0591	0.1778	0.1703	0.0258	0.0247	0.0183	0.0175	16	25
15.00	2.15	-25.50	11:06:29	186	38.52	92.26	-0.1342	0.0561	0.2300	0.2286	0.0331	0.0329	0.0234	0.0233	19	137
15.00	1.65	-25.50	11:06:47	189	38.39	95.83	-0.1823	0.0802	0.2168	0.1744	0.0310	0.0249	0.0219	0.0176	16	28
15.00	1.15	-25.50	11:07:04	185	37.18	94.03	-0.1781	0.0389	0.1734	0.1889	0.0251	0.0273	0.0177	0.0193	19	22
15.00	0.65	-25.50	11:07:22	182	37.25	93.99	-0.1736	0.0335	0.1867	0.1969	0.0272	0.0287	0.0192	0.0203	16	19
15.00	0.15	-25.50	11:07:39	185	37.75	94.91	-0.2224	0.0288	0.2087	0.1977	0.0302	0.0286	0.0213	0.0202	19	22
15.00	-0.35	-25.50	11:07:56	197	40.65	95.57	-0.2501	0.0175	0.2012	0.2079	0.0282	0.0291	0.0199	0.0206	16	22
15.00	-0.85	-25.50	11:08:13	192	38.65	91.94	-0.2591	-0.0025	0.1821	0.2177	0.0258	0.0309	0.0183	0.0218	12	19
15.00	-1.35	-25.50	11:08:30	177	35.65	92.14	-0.2237	-0.0322	0.2123	0.2241	0.0314	0.0331	0.0222	0.0234	16	22
15.00	-1.85	-25.50	11:08:48	185	37.09	96.88	-0.2206	-0.0536	0.1865	0.1807	0.0269	0.0261	0.0191	0.0185	16	25
15.00	-1.85	-26.00	11:09:06	168	34.40	95.06	-0.1929	-0.0846	0.1989	0.1907	0.0302	0.0289	0.0213	0.0205	16	25
15.00	-1.35	-26.00	11:09:23	194	39.12	95.68	-0.2190	-0.0117	0.2053	0.2063	0.0290	0.0291	0.0205	0.0206	19	25
15.00	-0.85	-26.00	11:09:40	196	39.83	92.33	-0.2657	0.0012	0.1816	0.2008	0.0255	0.0282	0.0180	0.0199	12	25
15.00	-0.35	-26.00	11:09:57	195	39.15	96.75	-0.2664	0.0201	0.2010	0.2306	0.0283	0.0325	0.0200	0.0229	16	22
15.00	0.15	-26.00	11:10:14	177	35.76	91.51	-0.2375	0.0199	0.1868	0.2002	0.0276	0.0296	0.0195	0.0209	25	22
15.00	0.65	-26.00	11:10:32	165	33.84	90.14	-0.2062	0.0553	0.1707	0.1843	0.0261	0.0282	0.0185	0.0199	16	25
15.00	1.15	-26.00	11:10:49	182	36.96	97.60	-0.1901	0.0844	0.1799	0.1698	0.0262	0.0247	0.0185	0.0175	22	22
15.00	1.65	-26.00	11:11:06	186	37.28	84.42	-0.1738	0.0679	0.2503	0.1820	0.0361	0.0262	0.0255	0.0185	16	32
15.00	1.65	-26.50	11:11:23	208	41.99	90.65	-0.1311	0.0956	0.2622	0.2002	0.0357	0.0273	0.0253	0.0193	19	83
15.00	1.15	-26.50	11:11:40	178	36.19	94.92	-0.1905	0.0650	0.1988	0.1791	0.0293	0.0264	0.0207	0.0187	22	32
15.00	0.65	-26.50	11:11:58	166	33.56	95.21	-0.2477	0.0641	0.1652	0.1789	0.0252	0.0273	0.0178	0.0193	16	25
15.00	0.15	-26.50	11:12:15	168	34.40	91.57	-0.2481	0.0406	0.1803	0.1891	0.0274	0.0287	0.0193	0.0203	22	25
15.00	-0.35	-26.50	11:12:32	187	38.21	94.88	-0.2744	0.0219	0.1867	0.2209	0.0268	0.0317	0.0190	0.0224	16	22
15.00	-0.85	-26.50	11:12:49	179	36.95	93.30	-0.2256	-0.0291	0.2087	0.2024	0.0307	0.0297	0.0217	0.0210	12	22
15.00	-1.35	-26.50	11:13:07	176	35.46	96.18	-0.2649	-0.0232	0.1913	0.1779	0.0283	0.0264	0.0200	0.0186	16	25
15.00	-1.35	-27.00	11:13:24	184	37.23	93.18	-0.2561	-0.0049	0.2042	0.2061	0.0296	0.0299	0.0209	0.0211	19	32
15.00	-0.85	-27.00	11:13:42	190	38.37	97.81	-0.2586	0.0102	0.2167	0.1891	0.0309	0.0270	0.0219	0.0191	16	22
15.00	-0.35	-27.00	11:14:00	204	41.24	93.15	-0.2268	0.0566	0.2182	0.1834	0.0300	0.0252	0.0212	0.0178	19	25
15.00	0.15	-27.00	11:14:17	181	36.55	97.95	-0.2438	0.0295	0.1593	0.1862	0.0233	0.0272	0.0165	0.0192	19	25
15.00	0.65	-27.00	11:14:34	199	40.27	92.96	-0.2285	0.0510	0.1693	0.1858	0.0236	0.0259	0.0167	0.0183	16	22
15.00	1.15	-27.00	11:14:51	205	41.79	92.70	-0.1996	0.0468	0.2178	0.2028	0.0299	0.0278	0.0211	0.0197	19	25
15.00	1.15	-27.50	11:15:09	235	47.20	88.64	-0.2191	0.0990	0.2050	0.1797	0.0263	0.0230	0.0186	0.0163	22	25
15.00	0.65	-27.50	11:15:26	216	43.90	94.39	-0.2083	0.0636	0.1855	0.2003	0.0248	0.0268	0.0175	0.0189	16	22
15.00	0.15	-27.50	11:15:44	197	40.08	91.65	-0.2216	0.0509	0.1975	0.2113	0.0276	0.0296	0.0195	0.0209	16	22
15.00	-0.35	-27.50	11:16:01	200	40.05	94.65	-0.2421	0.0580	0.1914	0.1935	0.0266	0.0269	0.0188	0.0190	16	28
15.00	-0.85	-27.50	11:16:18	179	36.10	96.94	-0.2288	0.0203	0.2371	0.1895	0.0348	0.0278	0.0246	0.0197	16	22
15.00	-1.35	-27.50	11:16:35	210	42.29	92.69	-0.2237	-0.0125	0.2489	0.2135	0.0337	0.0289	0.0239	0.0205	19	28
15.00	-0.85	-28.00	11:16:52	154	30.93	95.09	-0.2384	-0.0141	0.2268	0.2260	0.0359	0.0358	0.0254	0.0253	16	25
15.00	-0.35	-28.00	11:17:10	198	39.93	90.83	-0.2220	0.0629	0.2260	0.1991	0.0316	0.0278	0.0223	0.0197	16	28
15.00	0.15	-28.00	11:17:27	191	38.34	92.80	-0.2663	0.0867	0.1889	0.2118	0.0269	0.0301	0.0190	0.0213	19	25
15.00	0.65	-28.00	11:17:44	206	42.08	89.12	-0.2146	0.0871	0.1661	0.2092	0.0227	0.0286	0.0161	0.0203	19	25
15.00	1.15	-28.00	11:18:01	210	42.44	92.20	-0.1490	0.1045	0.2194	0.1892	0.0297	0.0257	0.0210	0.0181	16	22
15.00	1.15	-28.50	11:18:19	206	41.55	90.49	-0.1603	0.0990	0.2194	0.2045	0.0300	0.0280	0.0212	0.0198	16	25
15.00	0.65	-28.50	11:18:36	177	35.95	95.89	-0.2339	0.0547	0.2003	0.1961	0.0296	0.0290	0.0209	0.0205	19	22
15.00	0.15	-28.50	11:18:54	214	43.27	94.03	-0.2465	0.0883	0.1763	0.2141	0.0237	0.0288	0.0167	0.0203	12	25
15.00	-0.35	-28.50	11:19:11	178	36.46	95.97	-0.2720	0.0425	0.2135	0.2167	0.0315	0.0319	0.0222	0.0226	12	25
15.00	-0.85	-28.50	11:19:28	171	34.40	86.57	-0.1978	0.0020	0.2554	0.2248	0.0384	0.0338	0.0272	0.0239	16	22
