DXEX v3
C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t05.lda
11:27:53
15.00 mm;-0.85 mm;0.00 mm
15_90_sub1
"X [mm]"	"Y [mm]"	"Z [mm]"	"Date_Time"	"Count{1}"	"Data Rate{1} [#/s]"	"Validation{1} [%]"	"LDA1-Mean [m/s]"	"LDA2-Mean [m/s]"	"LDA1-RMS [m/s]"	"LDA2-RMS [m/s]"	"LDA1-MeanConf [m/s]"	"LDA2-MeanConf [m/s]"	"LDA1-RMSConf [m/s]"	"LDA2-RMSConf [m/s]"	"LDA1-AnodeCur [uA]"	"LDA2-AnodeCur [uA]"	
15.00	-3.35	-7.00	12:04:40	224	44.87	95.29	0.0404	-0.2347	0.2304	0.2004	0.0302	0.0263	0.0214	0.0186	16	22
15.00	-2.85	-7.00	12:04:52	227	45.66	92.54	0.0485	-0.2042	0.2380	0.2033	0.0310	0.0265	0.0219	0.0187	16	22
15.00	-2.35	-7.00	12:05:04	198	39.82	96.86	0.0410	-0.2183	0.2362	0.1860	0.0330	0.0260	0.0233	0.0184	16	28
15.00	-1.85	-7.00	12:05:16	207	41.88	91.56	-0.0152	-0.1829	0.2668	0.1701	0.0364	0.0232	0.0258	0.0164	16	35
15.00	-1.35	-7.00	12:05:29	193	39.67	97.77	-0.0394	-0.1511	0.2484	0.1731	0.0351	0.0245	0.0248	0.0173	12	25
15.00	-0.85	-7.00	12:05:41	175	35.08	96.79	-0.0712	-0.0585	0.2892	0.1589	0.0430	0.0236	0.0304	0.0167	22	25
15.00	-0.35	-7.00	12:05:54	185	37.66	97.43	-0.1118	0.0028	0.2834	0.1565	0.0410	0.0226	0.0290	0.0160	16	25
15.00	0.15	-7.00	12:06:06	155	31.93	93.86	-0.1119	0.0628	0.2500	0.1800	0.0395	0.0284	0.0279	0.0201	22	25
15.00	0.65	-7.00	12:06:19	166	33.34	97.51	-0.1133	0.0961	0.2606	0.1791	0.0398	0.0273	0.0281	0.0193	16	28
15.00	1.15	-7.00	12:06:31	190	38.26	91.72	-0.0318	0.1501	0.2551	0.1769	0.0364	0.0252	0.0257	0.0178	16	38
15.00	1.65	-7.00	12:06:43	205	40.70	94.30	-0.0262	0.2076	0.2315	0.1885	0.0318	0.0259	0.0225	0.0183	16	54
15.00	2.15	-7.00	12:06:56	169	34.16	96.40	-0.0206	0.2330	0.2671	0.2014	0.0404	0.0305	0.0286	0.0215	16	19
15.00	2.65	-7.00	12:07:08	213	43.23	92.39	0.0333	0.2139	0.2438	0.1891	0.0328	0.0255	0.0232	0.0180	12	19
15.00	3.15	-7.00	12:07:21	158	32.36	94.05	0.0034	0.2466	0.2358	0.1984	0.0369	0.0310	0.0261	0.0219	16	22
15.00	3.65	-7.00	12:07:33	203	40.87	94.86	0.0216	0.3058	0.2512	0.1880	0.0346	0.0259	0.0245	0.0183	12	25
15.00	4.15	-7.00	12:07:45	234	47.72	90.98	0.0457	0.2880	0.2488	0.2105	0.0319	0.0270	0.0226	0.0191	16	25
15.00	4.65	-7.00	12:07:58	243	48.67	95.65	0.0684	0.3169	0.2305	0.2082	0.0290	0.0262	0.0205	0.0186	16	25
15.00	5.15	-7.00	12:08:10	246	49.45	92.24	0.0770	0.2781	0.2231	0.2032	0.0279	0.0254	0.0198	0.0180	16	22
15.00	5.65	-7.00	12:08:22	204	41.34	96.44	0.0208	0.3187	0.2364	0.1875	0.0325	0.0258	0.0230	0.0182	22	22
15.00	6.15	-7.00	12:08:34	217	44.21	96.24	0.0203	0.2856	0.2211	0.1892	0.0295	0.0252	0.0208	0.0178	22	22
15.00	6.65	-7.00	12:08:46	229	45.87	93.93	0.0400	0.2955	0.2072	0.1894	0.0269	0.0246	0.0190	0.0174	19	22
15.00	7.15	-7.00	12:08:58	239	48.12	95.44	0.0089	0.2917	0.1979	0.2016	0.0251	0.0256	0.0178	0.0181	25	19
15.00	7.15	-7.50	12:09:11	222	44.96	92.89	-0.0130	0.2585	0.2290	0.2131	0.0302	0.0281	0.0213	0.0199	19	22
15.00	6.65	-7.50	12:09:24	226	45.49	95.86	0.0149	0.2639	0.2267	0.2112	0.0296	0.0276	0.0209	0.0195	19	25
15.00	6.15	-7.50	12:09:36	199	40.04	94.07	0.0053	0.2800	0.2401	0.1872	0.0334	0.0261	0.0236	0.0184	19	22
15.00	5.65	-7.50	12:09:48	205	42.44	92.96	0.0301	0.2679	0.2201	0.1917	0.0302	0.0263	0.0214	0.0186	16	22
15.00	5.15	-7.50	12:10:00	237	47.83	97.17	-0.0177	0.2890	0.2269	0.2206	0.0289	0.0281	0.0205	0.0199	16	19
15.00	4.65	-7.50	12:10:14	214	43.45	96.60	0.0422	0.2842	0.2440	0.2148	0.0328	0.0289	0.0232	0.0204	16	22
15.00	4.15	-7.50	12:10:26	230	46.45	82.07	0.0380	0.2844	0.2597	0.2081	0.0336	0.0270	0.0238	0.0191	16	25
15.00	3.65	-7.50	12:10:38	241	48.64	91.57	0.0332	0.3058	0.2542	0.2079	0.0322	0.0263	0.0227	0.0186	16	25
15.00	3.15	-7.50	12:10:50	202	40.62	96.73	-0.0018	0.2798	0.2638	0.2006	0.0365	0.0277	0.0258	0.0196	16	19
15.00	2.65	-7.50	12:11:03	179	36.69	97.78	0.0218	0.2791	0.2279	0.1888	0.0335	0.0277	0.0237	0.0196	16	19
15.00	2.15	-7.50	12:11:15	204	40.99	96.42	0.0118	0.2338	0.2275	0.1818	0.0313	0.0250	0.0221	0.0177	16	25
15.00	1.65	-7.50	12:11:27	150	30.12	85.87	-0.0043	0.2515	0.2543	0.1841	0.0408	0.0296	0.0289	0.0209	16	22
15.00	1.15	-7.50	12:11:39	184	37.34	95.79	-0.0342	0.1933	0.2582	0.1768	0.0374	0.0256	0.0264	0.0181	19	22
15.00	0.65	-7.50	12:11:51	177	35.61	94.05	-0.0214	0.1464	0.2779	0.1697	0.0411	0.0251	0.0290	0.0177	19	19
15.00	0.15	-7.50	12:12:03	155	31.24	95.19	-0.0757	0.0463	0.2515	0.1772	0.0397	0.0280	0.0281	0.0198	19	32
15.00	-0.35	-7.50	12:12:16	199	40.55	93.57	-0.0269	-0.0202	0.2889	0.1547	0.0402	0.0216	0.0285	0.0152	16	32
15.00	-0.85	-7.50	12:12:29	244	49.11	95.57	-0.0226	-0.0824	0.2954	0.1681	0.0371	0.0211	0.0263	0.0149	19	28
15.00	-1.35	-7.50	12:12:42	181	37.37	96.22	-0.0149	-0.1743	0.2803	0.1542	0.0409	0.0225	0.0290	0.0159	16	22
15.00	-1.85	-7.50	12:12:54	209	42.15	93.05	0.0377	-0.1800	0.2635	0.2068	0.0358	0.0281	0.0253	0.0199	16	22
15.00	-2.35	-7.50	12:13:06	220	44.54	96.19	0.0553	-0.2479	0.2449	0.1922	0.0324	0.0255	0.0229	0.0180	16	25
15.00	-2.85	-7.50	12:13:19	214	42.98	95.82	0.0517	-0.2351	0.2175	0.1809	0.0292	0.0243	0.0207	0.0172	16	22
15.00	-3.35	-7.50	12:13:31	218	44.21	95.15	0.0451	-0.2530	0.2350	0.1963	0.0313	0.0261	0.0221	0.0185	16	19
15.00	-3.85	-7.50	12:13:43	228	46.23	94.94	0.0567	-0.2723	0.2487	0.1972	0.0324	0.0256	0.0229	0.0181	16	22
15.00	-4.35	-7.50	12:13:55	224	45.20	93.10	0.0288	-0.2965	0.2330	0.2068	0.0306	0.0271	0.0216	0.0192	16	25
15.00	-4.85	-7.50	12:14:07	226	45.80	88.18	0.0214	-0.2790	0.2402	0.2038	0.0314	0.0266	0.0222	0.0188	12	25
15.00	-5.35	-7.50	12:14:20	228	46.21	92.33	0.0059	-0.2894	0.2187	0.2021	0.0285	0.0263	0.0201	0.0186	12	25
15.00	-5.85	-7.50	12:14:32	242	48.50	94.94	0.0316	-0.3189	0.2236	0.1850	0.0282	0.0234	0.0200	0.0165	16	22
15.00	-6.35	-7.50	12:14:45	197	39.49	95.60	-0.0236	-0.2892	0.2059	0.1974	0.0288	0.0276	0.0204	0.0195	16	22
15.00	-6.85	-7.50	12:14:57	232	46.68	94.35	-0.0068	-0.2755	0.2094	0.1906	0.0270	0.0246	0.0191	0.0174	22	28
15.00	-6.85	-8.00	12:15:09	189	38.10	95.11	-0.0377	-0.2814	0.2124	0.2187	0.0304	0.0313	0.0215	0.0221	19	22
15.00	-6.35	-8.00	12:15:21	250	50.33	98.26	0.0142	-0.2976	0.2243	0.2152	0.0279	0.0267	0.0197	0.0189	16	19
15.00	-5.85	-8.00	12:15:33	274	54.85	94.54	0.0120	-0.2843	0.1973	0.1901	0.0234	0.0226	0.0165	0.0159	16	19
15.00	-5.35	-8.00	12:15:46	262	52.54	93.58	-0.0132	-0.2837	0.2385	0.1899	0.0289	0.0230	0.0205	0.0163	16	22
15.00	-4.85	-8.00	12:15:58	221	44.37	95.08	0.0102	-0.2894	0.2489	0.2275	0.0329	0.0301	0.0233	0.0213	19	25
15.00	-4.35	-8.00	12:16:11	208	42.07	95.79	0.0004	-0.2515	0.2433	0.2218	0.0331	0.0302	0.0234	0.0214	16	22
15.00	-3.85	-8.00	12:16:23	220	44.57	95.32	-0.0079	-0.2680	0.2291	0.2214	0.0303	0.0293	0.0215	0.0207	16	22
15.00	-3.35	-8.00	12:16:35	180	36.01	94.43	0.0146	-0.2403	0.2843	0.2240	0.0417	0.0328	0.0295	0.0232	16	25
15.00	-2.85	-8.00	12:16:47	213	43.28	93.28	0.0356	-0.2634	0.2552	0.2146	0.0344	0.0289	0.0243	0.0204	16	22
15.00	-2.35	-8.00	12:16:59	205	41.27	96.90	0.0317	-0.2176	0.2419	0.1883	0.0332	0.0258	0.0235	0.0183	16	22
15.00	-1.85	-8.00	12:17:11	190	38.57	93.95	0.0368	-0.1986	0.2456	0.1849	0.0350	0.0264	0.0248	0.0186	12	22
15.00	-1.35	-8.00	12:17:23	196	39.70	92.26	0.0460	-0.1864	0.2510	0.1587	0.0352	0.0223	0.0249	0.0157	16	19
15.00	-0.85	-8.00	12:17:36	185	37.30	90.59	0.0851	-0.0984	0.2923	0.1531	0.0422	0.0221	0.0299	0.0156	16	22
15.00	-0.35	-8.00	12:17:48	183	36.77	95.07	0.0208	-0.0105	0.3050	0.1780	0.0443	0.0259	0.0313	0.0183	19	19
15.00	0.15	-8.00	12:18:01	135	27.68	89.54	0.0268	0.0753	0.3053	0.1616	0.0517	0.0274	0.0366	0.0193	16	19
15.00	0.65	-8.00	12:18:13	171	34.49	96.67	0.0817	0.1326	0.2770	0.1730	0.0416	0.0260	0.0294	0.0184	16	22
15.00	1.15	-8.00	12:18:26	189	38.26	95.26	0.0153	0.1733	0.2792	0.1874	0.0399	0.0268	0.0282	0.0189	19	19
15.00	1.65	-8.00	12:18:38	189	37.91	97.82	-0.0007	0.2053	0.2476	0.1899	0.0354	0.0271	0.0250	0.0192	19	25
15.00	2.15	-8.00	12:18:50	184	37.22	73.09	0.0073	0.2455	0.2374	0.2057	0.0344	0.0298	0.0243	0.0211	16	22
15.00	2.65	-8.00	12:19:02	208	42.10	94.06	-0.0108	0.2659	0.2180	0.2071	0.0297	0.0282	0.0210	0.0199	16	19
15.00	3.15	-8.00	12:19:15	243	48.84	88.10	0.0127	0.2781	0.2306	0.2105	0.0291	0.0265	0.0205	0.0188	16	19
15.00	3.65	-8.00	12:19:27	207	41.71	95.61	0.0161	0.2630	0.2555	0.1986	0.0349	0.0271	0.0247	0.0192	16	22
15.00	4.15	-8.00	12:19:39	225	45.29	94.69	-0.0169	0.2643	0.2429	0.2056	0.0318	0.0269	0.0225	0.0190	16	22
15.00	4.65	-8.00	12:19:52	179	36.85	95.01	0.0029	0.2949	0.2431	0.2019	0.0357	0.0297	0.0253	0.0210	16	19
15.00	5.15	-8.00	12:20:05	239	48.40	94.86	0.0190	0.2776	0.2272	0.1896	0.0289	0.0241	0.0204	0.0170	16	19
15.00	5.65	-8.00	12:20:17	192	38.48	92.88	-0.0444	0.3202	0.2224	0.2082	0.0315	0.0295	0.0223	0.0209	16	19
15.00	6.15	-8.00	12:20:29	226	45.76	95.22	-0.0143	0.2729	0.2108	0.2173	0.0275	0.0284	0.0195	0.0201	16	22
15.00	6.65	-8.00	12:20:42	187	37.72	93.35	-0.0394	0.2755	0.2005	0.1983	0.0288	0.0285	0.0204	0.0202	19	19
15.00	7.15	-8.00	12:20:54	225	45.72	96.49	-0.0348	0.2250	0.2161	0.2319	0.0283	0.0304	0.0200	0.0215	19	28
15.00	6.15	-8.50	12:21:08	197	39.59	92.23	-0.0311	0.2457	0.2391	0.2491	0.0335	0.0349	0.0237	0.0247	19	22
15.00	5.65	-8.50	12:21:21	213	42.62	91.63	-0.0185	0.2658	0.2082	0.2401	0.0280	0.0323	0.0198	0.0229	16	19
15.00	5.15	-8.50	12:21:33	213	42.79	95.84	-0.0196	0.3005	0.2290	0.2152	0.0308	0.0290	0.0218	0.0205	22	25
15.00	4.65	-8.50	12:21:45	208	41.87	91.16	-0.0352	0.2566	0.2278	0.2045	0.0310	0.0279	0.0219	0.0197	22	19
15.00	4.15	-8.50	12:21:59	201	40.49	75.69	-0.0275	0.2584	0.2118	0.1940	0.0294	0.0269	0.0208	0.0190	16	22
15.00	3.65	-8.50	12:22:11	238	48.63	95.61	-0.0409	0.2291	0.2262	0.2255	0.0288	0.0287	0.0204	0.0203	16	22
15.00	3.15	-8.50	12:22:23	261	52.43	86.19	-0.0118	0.2324	0.2415	0.2110	0.0294	0.0256	0.0208	0.0181	16	19
15.00	2.65	-8.50	12:22:35	244	49.41	97.33	0.0180	0.2210	0.2417	0.1969	0.0304	0.0248	0.0215	0.0175	19	22
15.00	2.15	-8.50	12:22:48	195	39.55	95.91	0.0238	0.2226	0.2413	0.2136	0.0340	0.0301	0.0240	0.0213	16	25
15.00	1.65	-8.50	12:23:00	209	42.18	95.85	0.0531	0.1810	0.2357	0.2003	0.0320	0.0272	0.0227	0.0192	16	25
15.00	1.15	-8.50	12:23:12	195	39.42	97.00	0.0986	0.1440	0.2514	0.1894	0.0354	0.0267	0.0250	0.0188	19	25
15.00	0.65	-8.50	12:23:25	163	33.23	92.82	0.1526	0.0993	0.2142	0.1614	0.0330	0.0249	0.0233	0.0176	16	19
15.00	0.15	-8.50	12:23:37	160	32.60	91.96	0.0918	0.0615	0.2920	0.1753	0.0454	0.0272	0.0321	0.0193	16	19
15.00	-0.35	-8.50	12:23:49	189	37.95	94.48	0.1319	0.0044	0.2443	0.1672	0.0349	0.0239	0.0247	0.0169	16	25
15.00	-0.85	-8.50	12:24:01	221	44.81	95.91	0.1545	-0.0852	0.2422	0.1619	0.0320	0.0214	0.0226	0.0151	16	19
15.00	-1.35	-8.50	12:24:14	158	32.92	90.54	0.0989	-0.1091	0.2278	0.1840	0.0356	0.0288	0.0252	0.0203	16	19
15.00	-1.85	-8.50	12:24:26	194	39.28	92.29	0.0720	-0.1762	0.2255	0.1882	0.0318	0.0266	0.0225	0.0188	16	19
15.00	-2.35	-8.50	12:24:38	180	36.05	90.85	0.0643	-0.1978	0.2238	0.2039	0.0328	0.0299	0.0232	0.0211	19	22
15.00	-2.85	-8.50	12:24:51	195	39.44	93.16	0.0658	-0.1968	0.2455	0.2168	0.0345	0.0305	0.0244	0.0216	16	22
15.00	-3.35	-8.50	12:25:03	185	37.61	94.72	-0.0085	-0.2377	0.2467	0.2239	0.0356	0.0324	0.0252	0.0229	16	22
15.00	-3.85	-8.50	12:25:15	234	46.82	90.36	-0.0218	-0.2513	0.2345	0.2152	0.0301	0.0276	0.0213	0.0195	19	22
15.00	-4.35	-8.50	12:25:27	245	49.27	93.49	-0.0338	-0.2490	0.2066	0.1962	0.0259	0.0246	0.0183	0.0174	16	22
15.00	-4.85	-8.50	12:25:40	242	50.65	91.83	-0.0658	-0.2330	0.2111	0.1898	0.0267	0.0240	0.0188	0.0169	16	25
15.00	-5.35	-8.50	12:25:52	225	46.11	94.62	-0.0583	-0.2900	0.2188	0.1950	0.0287	0.0255	0.0203	0.0181	16	28
15.00	-5.85	-8.50	12:26:04	234	47.23	94.61	-0.0128	-0.2979	0.2237	0.2067	0.0287	0.0265	0.0203	0.0188	22	38
15.00	-3.85	-9.00	12:26:24	223	44.86	94.79	-0.0524	-0.2066	0.2393	0.1895	0.0315	0.0249	0.0223	0.0176	16	19
15.00	-3.35	-9.00	12:26:37	208	41.83	94.99	0.0019	-0.2036	0.2493	0.2007	0.0340	0.0273	0.0240	0.0193	19	22
15.00	-2.85	-9.00	12:26:50	166	33.79	94.46	0.0153	-0.1842	0.2272	0.1976	0.0347	0.0302	0.0245	0.0213	19	22
15.00	-2.35	-9.00	12:27:02	206	41.71	94.24	0.0571	-0.1586	0.2285	0.2015	0.0313	0.0276	0.0221	0.0195	16	19
15.00	-1.85	-9.00	12:27:14	194	39.09	82.63	0.0889	-0.1582	0.2365	0.1487	0.0334	0.0210	0.0236	0.0148	16	22
15.00	-1.35	-9.00	12:27:26	149	29.83	89.93	0.1610	-0.1080	0.2269	0.1921	0.0366	0.0309	0.0259	0.0219	19	22
15.00	-0.85	-9.00	12:27:38	207	41.71	85.93	0.1754	-0.0747	0.2203	0.1645	0.0301	0.0225	0.0213	0.0159	19	22
15.00	-0.35	-9.00	12:27:50	156	31.33	96.17	0.1555	-0.0190	0.2429	0.1409	0.0382	0.0222	0.0270	0.0157	19	22
15.00	0.15	-9.00	12:28:02	155	31.17	98.48	0.1506	0.0210	0.2464	0.1446	0.0389	0.0228	0.0275	0.0162	16	16
15.00	0.65	-9.00	12:28:16	162	32.93	94.25	0.1509	0.0663	0.2294	0.1621	0.0354	0.0250	0.0251	0.0177	16	19
15.00	1.15	-9.00	12:28:28	153	30.60	90.96	0.0840	0.1113	0.2445	0.1971	0.0389	0.0313	0.0275	0.0222	19	22
15.00	1.65	-9.00	12:28:41	157	31.67	92.79	0.0551	0.1553	0.2208	0.1891	0.0346	0.0297	0.0245	0.0210	16	22
15.00	2.15	-9.00	12:28:54	140	28.45	93.66	0.0010	0.1651	0.2564	0.2273	0.0426	0.0378	0.0301	0.0267	19	22
15.00	2.65	-9.00	12:29:06	193	38.88	95.42	0.0062	0.1887	0.2364	0.2390	0.0334	0.0338	0.0236	0.0239	16	19
15.00	3.15	-9.00	12:29:18	237	47.60	97.74	-0.0213	0.2325	0.2395	0.2041	0.0306	0.0260	0.0216	0.0184	19	22
15.00	3.65	-9.00	12:29:30	184	37.23	94.49	-0.0634	0.2148	0.2060	0.2192	0.0298	0.0318	0.0211	0.0225	19	22
15.00	4.15	-9.00	12:29:42	219	44.30	98.33	-0.0170	0.2617	0.2326	0.1791	0.0309	0.0238	0.0218	0.0168	22	19
15.00	3.65	-9.50	12:29:54	191	38.99	93.54	-0.0957	0.2490	0.2289	0.1971	0.0326	0.0280	0.0230	0.0198	19	25
15.00	3.15	-9.50	12:30:07	194	39.03	86.17	-0.0682	0.1811	0.2023	0.1990	0.0285	0.0281	0.0202	0.0198	19	22
15.00	2.65	-9.50	12:30:19	158	31.59	95.18	-0.0207	0.1638	0.2350	0.2030	0.0368	0.0318	0.0260	0.0225	19	28
15.00	2.15	-9.50	12:30:31	176	35.69	96.56	0.0308	0.1740	0.2546	0.2010	0.0377	0.0298	0.0267	0.0211	19	19
15.00	1.65	-9.50	12:30:44	124	25.90	96.29	0.0230	0.1204	0.2254	0.1868	0.0398	0.0330	0.0282	0.0233	19	19
15.00	1.15	-9.50	12:30:57	176	36.74	98.02	0.1206	0.1104	0.2122	0.1863	0.0314	0.0276	0.0222	0.0195	19	19
15.00	0.65	-9.50	12:31:11	160	32.37	97.41	0.1534	0.0604	0.2015	0.1437	0.0313	0.0223	0.0221	0.0158	19	22
15.00	0.15	-9.50	12:31:23	124	25.48	96.62	0.2112	0.0358	0.2163	0.1290	0.0382	0.0228	0.0270	0.0161	19	19
15.00	-0.35	-9.50	12:31:35	144	29.33	89.29	0.2040	-0.0087	0.1973	0.1508	0.0323	0.0247	0.0229	0.0175	16	22
15.00	-0.85	-9.50	12:31:47	156	31.41	90.84	0.1858	-0.0408	0.2206	0.1454	0.0347	0.0229	0.0246	0.0162	22	19
15.00	-1.35	-9.50	12:32:00	182	36.57	96.14	0.1551	-0.0935	0.2168	0.1561	0.0316	0.0227	0.0223	0.0161	16	19
15.00	-1.85	-9.50	12:32:12	156	32.04	96.85	0.0811	-0.1204	0.2291	0.1803	0.0361	0.0284	0.0255	0.0201	16	22
15.00	-2.35	-9.50	12:32:24	170	34.10	94.88	0.0400	-0.1414	0.2278	0.1834	0.0343	0.0277	0.0243	0.0196	19	19
15.00	-2.85	-9.50	12:32:37	154	31.09	95.21	0.0226	-0.1964	0.2366	0.1828	0.0375	0.0290	0.0265	0.0205	22	19
15.00	-3.35	-9.50	12:32:49	171	34.37	93.53	-0.0114	-0.1821	0.2305	0.1951	0.0347	0.0293	0.0245	0.0207	16	19
15.00	-2.85	-10.00	12:33:01	152	31.12	96.11	-0.0177	-0.1434	0.2144	0.1888	0.0342	0.0301	0.0242	0.0213	19	22
15.00	-2.35	-10.00	12:33:13	162	32.65	95.24	0.0055	-0.1186	0.2127	0.1710	0.0329	0.0264	0.0232	0.0187	16	19
15.00	-1.85	-10.00	12:33:26	131	26.27	98.28	0.0890	-0.1284	0.2094	0.1735	0.0360	0.0298	0.0254	0.0211	16	19
15.00	-1.35	-10.00	12:33:38	121	24.71	94.64	0.1627	-0.0731	0.1883	0.1632	0.0337	0.0292	0.0238	0.0206	19	19
15.00	-0.85	-10.00	12:33:50	172	34.80	96.46	0.2138	-0.0351	0.1694	0.1514	0.0254	0.0227	0.0180	0.0160	16	19
15.00	-0.35	-10.00	12:34:02	146	30.18	97.97	0.2646	-0.0076	0.1903	0.1517	0.0310	0.0247	0.0219	0.0175	16	19
15.00	0.15	-10.00	12:34:14	152	31.26	94.71	0.2271	-0.0021	0.1667	0.1301	0.0266	0.0208	0.0188	0.0147	16	19
15.00	0.65	-10.00	12:34:26	125	25.65	97.50	0.1834	0.0509	0.1613	0.1480	0.0284	0.0261	0.0201	0.0184	12	19
15.00	1.15	-10.00	12:34:38	169	33.74	98.26	0.1236	0.0828	0.2101	0.1458	0.0318	0.0221	0.0225	0.0156	19	22
15.00	1.65	-10.00	12:34:52	142	28.87	92.35	0.0499	0.1283	0.2184	0.1770	0.0360	0.0292	0.0255	0.0207	16	19
15.00	2.15	-10.00	12:35:04	178	36.04	92.29	0.0304	0.1216	0.1939	0.1907	0.0286	0.0281	0.0202	0.0199	19	19
15.00	2.65	-10.00	12:35:17	154	31.23	83.35	-0.0532	0.1677	0.2167	0.1868	0.0343	0.0296	0.0243	0.0209	16	22
15.00	2.65	-10.50	12:35:29	179	36.27	91.33	-0.0543	0.1539	0.1873	0.2002	0.0275	0.0294	0.0195	0.0208	19	19
15.00	2.15	-10.50	12:35:42	135	27.48	96.37	0.0269	0.1498	0.1604	0.1578	0.0272	0.0267	0.0192	0.0189	19	19
15.00	1.65	-10.50	12:35:55	168	34.14	98.35	0.0883	0.0935	0.2155	0.1707	0.0327	0.0259	0.0231	0.0183	16	19
15.00	1.15	-10.50	12:36:09	150	30.17	97.73	0.1170	0.0435	0.2140	0.1845	0.0344	0.0296	0.0243	0.0210	22	19
15.00	0.65	-10.50	12:36:21	118	24.52	92.53	0.1842	0.0423	0.2021	0.1401	0.0366	0.0254	0.0259	0.0179	16	19
15.00	0.15	-10.50	12:36:33	149	30.28	79.23	0.2562	0.0402	0.1940	0.1789	0.0313	0.0288	0.0221	0.0204	16	19
15.00	-0.35	-10.50	12:36:45	209	42.02	95.58	0.2684	-0.0209	0.1839	0.1303	0.0250	0.0177	0.0177	0.0125	16	19
15.00	-0.85	-10.50	12:36:58	150	30.10	97.22	0.2545	-0.0568	0.1678	0.1546	0.0269	0.0248	0.0191	0.0175	19	22
15.00	-1.35	-10.50	12:37:11	92	18.50	98.00	0.1640	-0.0781	0.1597	0.1572	0.0328	0.0323	0.0232	0.0228	16	19
15.00	-1.85	-10.50	12:37:23	96	19.89	95.18	0.1093	-0.0970	0.1772	0.1794	0.0356	0.0361	0.0252	0.0255	16	19
15.00	-2.35	-10.50	12:37:35	137	27.37	88.10	0.0302	-0.1580	0.1960	0.1765	0.0329	0.0297	0.0233	0.0210	19	19
15.00	-1.85	-11.00	12:37:47	49	9.90	95.00	0.1204	-0.0824	0.1566	0.2153	0.0443	0.0609	0.0313	0.0431	16	22
15.00	-1.35	-11.00	12:38:01	97	19.30	89.48	0.1476	-0.0628	0.1612	0.1643	0.0322	0.0329	0.0228	0.0232	19	19
15.00	-0.85	-11.00	12:38:13	123	24.92	94.48	0.2453	-0.0297	0.1835	0.1622	0.0326	0.0288	0.0230	0.0204	16	19
15.00	-0.35	-11.00	12:38:26	176	35.33	95.27	0.2964	-0.0170	0.1955	0.1529	0.0290	0.0226	0.0205	0.0160	16	19
15.00	0.15	-11.00	12:38:38	163	33.20	92.38	0.2635	0.0115	0.1852	0.1528	0.0285	0.0235	0.0202	0.0166	19	19
15.00	0.65	-11.00	12:38:51	111	22.56	96.90	0.2394	0.0383	0.1855	0.1556	0.0347	0.0291	0.0245	0.0206	16	19
15.00	1.15	-11.00	12:39:03	132	27.47	94.89	0.1961	0.0713	0.2018	0.1556	0.0346	0.0266	0.0244	0.0188	25	22
15.00	1.65	-11.00	12:39:16	166	33.71	96.80	0.0929	0.0939	0.1869	0.1559	0.0285	0.0238	0.0202	0.0168	16	19
15.00	2.15	-11.00	12:39:28	159	32.22	94.75	-0.0486	0.1248	0.1959	0.1822	0.0305	0.0284	0.0216	0.0201	19	19
15.00	1.65	-11.50	12:39:40	154	30.80	92.22	0.1175	0.0788	0.1991	0.1712	0.0315	0.0271	0.0223	0.0192	22	28
15.00	1.15	-11.50	12:39:53	130	26.33	96.20	0.1796	0.0957	0.1846	0.1624	0.0319	0.0280	0.0225	0.0198	22	22
15.00	0.65	-11.50	12:40:06	89	18.33	86.58	0.2720	0.0574	0.1389	0.1592	0.0290	0.0333	0.0205	0.0235	16	25
15.00	0.15	-11.50	12:40:19	170	34.23	96.44	0.2693	0.0427	0.2002	0.1500	0.0302	0.0226	0.0213	0.0160	22	19
15.00	-0.35	-11.50	12:40:32	203	41.88	93.74	0.2781	-0.0020	0.1972	0.1635	0.0272	0.0225	0.0192	0.0159	22	22
15.00	-0.85	-11.50	12:40:44	169	33.61	94.09	0.2429	-0.0385	0.1967	0.1603	0.0297	0.0242	0.0210	0.0171	22	22
15.00	-1.35	-11.50	12:40:56	86	17.43	98.00	0.2046	-0.0878	0.1739	0.1711	0.0370	0.0364	0.0261	0.0257	19	19
15.00	-1.85	-11.50	12:41:08	62	12.75	93.74	0.1126	-0.0985	0.1478	0.1595	0.0371	0.0400	0.0262	0.0283	16	19
15.00	-1.35	-12.00	12:41:20	125	25.12	95.30	0.1874	-0.0882	0.2165	0.1544	0.0381	0.0272	0.0269	0.0192	22	22
15.00	-0.85	-12.00	12:41:33	192	38.77	94.47	0.2762	-0.0538	0.1850	0.1612	0.0262	0.0229	0.0185	0.0162	16	22
15.00	-0.35	-12.00	12:41:46	260	52.49	94.50	0.2730	0.0032	0.1730	0.1636	0.0211	0.0199	0.0149	0.0141	19	25
15.00	0.15	-12.00	12:41:59	167	33.52	94.71	0.2531	0.0143	0.1970	0.1545	0.0300	0.0235	0.0212	0.0166	16	22
15.00	0.65	-12.00	12:42:11	107	21.94	95.90	0.1991	0.0552	0.1602	0.1413	0.0305	0.0269	0.0216	0.0190	19	22
15.00	1.15	-12.00	12:42:24	154	31.26	95.89	0.1508	0.0859	0.1865	0.1519	0.0296	0.0241	0.0209	0.0170	22	16
